商品编码,日期,商品名称,销售数量,销售金额,销售净额,折扣金额,售价,是否促销,平均售价,实际折扣率,星期,月份,是否周末,是否月末,季度,年份,日期序号,销量_滞后1天,销量_滞后3天,销量_滞后7天,销量_滞后14天,销量_滞后30天,销量_7天均值,销量_7天标准差,销量_7天最大值,销量_7天最小值,销量_14天均值,销量_14天标准差,销量_14天最大值,销量_14天最小值,销量_30天均值,销量_30天标准差,销量_30天最大值,销量_30天最小值,销量_7天趋势,销量_同比上周,温度,最高温度,最低温度,降雨量,温度差,是否恶劣天气,是否节假日,节假日前1天,节假日后1天,节假日连续天数,促销_周末交互,促销_月末交互,天气_促销交互,温度等级_编码,节假日类型_编码
4701098,2025-10-17,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,4,10,0,0,4,2025,289,0.0,3.0,0.0,2.0,1.0,2.2857142857142856,1.253566341056024,4.0,0.0,2.4285714285714284,1.741541567969894,5.0,0.0,2.4,2.457921746180059,12.0,0.0,-0.11111111111111127,0.0,29.5,33,26,0,7,0,0,0.0,1.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-18,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,5,10,1,0,4,2025,290,2.0,3.0,2.0,4.0,3.0,2.2857142857142856,1.253566341056024,4.0,0.0,2.2857142857142856,1.6837947722821922,5.0,0.0,2.3666666666666667,2.4562844569254056,12.0,0.0,0.0,2.0,30.0,34,26,0,8,0,1,0.0,1.0,2,2.0,0.0,0.0,1,0
4701098,2025-10-19,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,6,10,1,0,4,2025,291,2.0,0.0,4.0,5.0,2.0,2.142857142857143,1.0690449676497054,3.0,0.0,2.142857142857143,1.5118578920369103,5.0,0.0,2.4,2.457921746180059,12.0,0.0,0.0,4.0,28.5,33,24,0,9,0,1,1.0,0.0,2,3.0,0.0,0.0,1,0
4701098,2025-10-20,福荫韧豆腐380g,2.0,11.98,9.327433628,1.44,5.99,1.0,5.2700000000000005,0.8797996661101837,0,10,0,0,4,2025,292,3.0,2.0,2.0,5.0,5.0,2.142857142857143,1.0690449676497054,3.0,0.0,1.9285714285714286,1.2688144505364503,4.0,0.0,2.3,2.409034718691715,12.0,0.0,0.25,2.0,24.0,29,19,0,10,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-21,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,1,10,0,0,4,2025,293,2.0,2.0,3.0,1.0,3.0,1.8571428571428572,1.0690449676497054,3.0,0.0,1.9285714285714286,1.2688144505364503,4.0,0.0,2.2333333333333334,2.4166567578076688,12.0,0.0,-0.0714285714285714,3.0,19.5,22,17,0,5,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1
4701098,2025-10-22,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0,2,10,0,0,4,2025,294,1.0,3.0,3.0,3.0,12.0,2.0,1.290994448735812,4.0,0.0,2.0,1.3587324409735164,4.0,0.0,1.9666666666666666,1.6078113916950487,5.0,0.0,0.0,3.0,18.0,20,16,0,4,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1
4701098,2025-10-23,福荫韧豆腐380g,6.0,35.94,31.805309735999998,0.0,5.989999999999999,0.0,5.989999999999999,1.0,3,10,0,0,4,2025,295,4.0,2.0,0.0,0.0,0.0,2.857142857142857,1.6761634196950561,6.0,1.0,2.4285714285714284,1.6035674514745477,6.0,0.0,2.1666666666666665,1.7237355852380882,6.0,0.0,0.4285714285714286,0.0,20.0,22,18,0,4,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1
4701098,2025-10-24,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0,4,10,0,0,4,2025,296,6.0,1.0,2.0,0.0,0.0,3.142857142857143,1.6761634196950561,6.0,1.0,2.7142857142857144,1.4898926873369855,6.0,0.0,2.3,1.7049623314678068,6.0,0.0,0.375,2.0,21.5,23,20,0,3,0,0,0.0,1.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-25,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,5,10,1,1,4,2025,297,4.0,4.0,2.0,2.0,4.0,3.2857142857142856,1.603567451474551,6.0,1.0,2.7857142857142856,1.4769288003552123,6.0,0.0,2.2666666666666666,1.6801751413906612,6.0,0.0,0.4375,2.0,24.5,28,21,0,7,0,1,0.0,1.0,2,3.0,3.0,0.0,1,0
4701098,2025-10-26,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,6,10,1,1,4,2025,298,3.0,6.0,3.0,4.0,0.0,3.142857142857143,1.6761634196950561,6.0,1.0,2.642857142857143,1.4468609447374678,6.0,0.0,2.3333333333333335,1.625939162736276,6.0,0.0,0.4666666666666668,3.0,25.5,29,22,0,7,0,1,1.0,0.0,2,2.0,2.0,0.0,1,0
4701098,2025-10-27,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,0,10,0,1,4,2025,299,2.0,4.0,2.0,2.0,1.0,2.857142857142857,2.0354009783964337,6.0,0.0,2.5,1.605279750362248,6.0,0.0,2.3,1.6640208884630572,6.0,0.0,0.3333333333333335,2.0,24.0,26,22,0,4,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-28,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,1,10,0,1,4,2025,300,0.0,3.0,1.0,3.0,0.0,3.0,1.9148542155126804,6.0,0.0,2.4285714285714284,1.6035674514745477,6.0,0.0,2.3666666666666667,1.607811391695049,6.0,0.0,0.6153846153846154,1.0,23.5,26,21,0,5,0,0,0.0,0.0,0,0.0,2.0,0.0,1,1
4701098,2025-10-29,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,2,10,0,1,4,2025,301,2.0,2.0,4.0,3.0,0.0,2.5714285714285716,1.988059594776014,6.0,0.0,2.2857142857142856,1.6374732612530458,6.0,0.0,2.4,1.5668989800855402,6.0,0.0,0.2857142857142858,4.0,25.5,28,23,0,5,0,0,0.0,0.0,0,0.0,1.0,0.0,1,1
4701098,2025-10-30,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,3,10,0,1,4,2025,302,1.0,0.0,6.0,0.0,3.0,2.0,1.2909944487358125,4.0,0.0,2.4285714285714284,1.504571787498446,6.0,0.0,2.3666666666666667,1.5643293888377894,6.0,0.0,-0.30000000000000004,6.0,25.5,28,23,0,5,0,0,0.0,0.0,0,0.0,2.0,0.0,1,1
4701098,2025-10-31,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,4,10,0,1,4,2025,303,2.0,2.0,4.0,2.0,1.0,1.5714285714285714,0.9759000729485428,3.0,0.0,2.357142857142857,1.5495479666983225,6.0,0.0,2.3666666666666667,1.5643293888377892,6.0,0.0,-0.5,4.0,25.5,30,21,0,9,0,0,0.0,0.0,0,0.0,1.0,0.0,1,1
